name,HI_TOTAAL_S.0,DR_AV_MATE_VAN_VERHARDING_V.0,DR_BS_GROEN_PUBLIEK_V.0,intervention_priority,priority_class
RK_Westhaven Noord,2.54,60.0,23.0,0.18393574297188756,Low
RK_Koningin Wilhelminaplein,2.67,64.0,47.0,0.1837349397590361,Low
RK_Rechte H-buurt,2.88,54.0,53.0,0.1819277108433735,Low
RK_Aetsveld Zuid,2.71,62.0,47.0,0.17851405622489958,Low
RK_Bedrijventerrein Landlust,2.38,66.0,29.0,0.1773092369477912,Low
RK_Frederikspleinbuurt,2.63,63.0,39.0,0.1773092369477912,Low
RK_Elzenhagen Zuid,2.75,58.0,44.0,0.1769076305220884,Low
RK_Frederik Hendrikbuurt Noord,2.67,60.0,37.0,0.17369477911646586,Low
RK_Architectenbuurt,2.63,56.0,26.0,0.17228915662650604,Low
RK_De Klenckebuurt,2.17,71.0,39.0,0.1704819277108434,Low
RK_Aetsveld Noord,2.59,65.0,46.0,0.16706827309236943,Low
RK_Alfa-driehoek,2.08,72.0,40.0,0.1664658634538153,Low
RK_Holendrecht Oost,2.88,51.0,53.0,0.16586345381526107,Low
RK_G-buurt Oost,3.13,30.0,75.0,0.16124497991967873,Low
RK_Coenhaven/Mercuriushaven,2.63,43.0,17.0,0.1582329317269076,Low
RK_De Omval,2.54,61.0,31.0,0.15803212851405624,Low
RK_IJselbuurt West,2.38,66.0,35.0,0.15702811244979922,Low
RK_Banne Noordoost,2.96,43.0,59.0,0.15682730923694777,Low
RK_Bedrijvengebied Zeeburgerkade,2.63,44.0,19.0,0.1538152610441767,Low
RK_Bedrijventerrein Schinkel,2.46,66.0,42.0,0.15180722891566267,Low
RK_Tuindorp Frankendael,2.67,61.0,50.0,0.1457831325301205,Low
RK_Langestraat e0o0,2.29,64.0,28.0,0.14538152610441765,Low
RK_Osdorper Bovenpolder,2.92,45.0,65.0,0.14377510040160646,Low
RK_Bedrijventerrein Noord,2.13,71.0,47.0,0.14357429718875503,Low
RK_Postjeskade e0o0,2.63,60.0,41.0,0.14277108433734942,Low
RK_Stationsplein e0o0,2.25,52.0,2.0,0.14056224899598393,Low
RK_Hogewey Zuid,2.83,40.0,44.0,0.13554216867469876,Low
RK_Riekerhaven,2.5,62.0,39.0,0.128714859437751,Low
RK_Oostzanerdijk,2.83,46.0,58.0,0.12510040160642566,Low
RK_Bedrijvencentrum Westerkwartier,2.25,64.0,34.0,0.12088353413654618,Low
RK_Markengouw Zuid,2.75,52.0,55.0,0.11847389558232935,Low
RK_Willemsparkbuurt Noord,2.21,65.0,36.0,0.1178714859437751,Low
RK_De Klomp,2.63,58.0,46.0,0.11686746987951807,Low
RK_Tuindorp Oostzaan West,2.84,45.0,68.0,0.11606425702811243,Low
RK_Buitenveldert Oost Midden,2.67,56.0,49.0,0.11445783132530118,Low
RK_Zuid I,2.33,64.0,39.0,0.11385542168674698,Low
RK_Beethovenbuurt,2.42,64.0,44.0,0.11305220883534134,Low
RK_Huntum,2.58,57.0,39.0,0.11144578313253015,Low
RK_Marine-Etablissement,2.59,43.0,25.0,0.10843373493975905,Low
RK_Minervabuurt Noord,2.0,68.0,43.0,0.10823293172690765,Low
RK_Buitenveldert Zuidoost,2.75,49.0,58.0,0.10060240963855421,Low
RK_Prinses Irenebuurt,2.54,58.0,42.0,0.09759036144578315,Low
RK_Van der Kunbuurt,2.42,58.0,34.0,0.09477911646586346,Low
RK_Zamenhofstraat e0o0,2.63,50.0,39.0,0.09216867469879522,Low
RK_Emanuel van Meterenbuurt,2.84,31.0,67.0,0.08855421686746984,Low
RK_Veluwebuurt,2.58,58.0,50.0,0.08674698795180724,Low
RK_Oostoever Sloterplas,2.84,28.0,65.0,0.08473895582329316,Very Low
RK_Buitenveldert Midden Zuid,2.75,45.0,62.0,0.08413654618473898,Very Low
RK_Petroleumhaven,2.08,52.0,18.0,0.08052208835341366,Very Low
RK_Amstelveldbuurt,2.46,54.0,34.0,0.08032128514056225,Very Low
RK_Walvisbuurt,2.67,49.0,48.0,0.08012048192771082,Very Low
RK_Dorp Sloten,2.75,40.0,56.0,0.07710843373493978,Very Low
RK_Sportpark Voorland,1.96,60.0,28.0,0.07309236947791165,Very Low
RK_Amerikahaven,1.96,57.0,25.0,0.06907630522088354,Very Low
RK_Scheepvaarthuisbuurt,2.29,37.0,16.0,0.06526104417670682,Very Low
RK_Marcanti,2.42,56.0,39.0,0.06485943775100403,Very Low
RK_Buikslotermeer Noord,2.75,38.0,63.0,0.06265060240963857,Very Low
RK_KNSM-eiland,2.67,9.0,29.0,0.06204819277108434,Very Low
RK_Gein Zuidoost,2.63,51.0,53.0,0.060240963855421686,Very Low
RK_Hogewey Noord,2.08,63.0,43.0,0.058433734939759036,Very Low
RK_Afrikahaven,2.46,51.0,36.0,0.05562248995983936,Very Low
RK_Science Park Zuid,2.63,47.0,49.0,0.054216867469879526,Very Low
RK_AMC,2.38,58.0,44.0,0.05361445783132529,Very Low
RK_Cornelis Douwesterrein,1.96,56.0,27.0,0.05180722891566264,Very Low
RK_Ransdorp,2.79,13.0,56.0,0.050602409638554224,Very Low
RK_Bedrijventerrein Van Houten,2.21,59.0,40.0,0.0471887550200803,Very Low
RK_L-buurt,2.75,33.0,70.0,0.046385542168674715,Very Low
RK_De Wetbuurt,2.63,49.0,60.0,0.042971887550200816,Very Low
RK_Durgerdam,2.75,25.0,64.0,0.03995983935742975,Very Low
RK_Werengouw Zuid,2.71,38.0,66.0,0.036746987951807225,Very Low
RK_Ookmeer,2.67,36.0,52.0,0.03634538152610439,Very Low
RK_de Plantage,2.25,56.0,40.0,0.034337349397590367,Very Low
RK_Kantershof,2.67,41.0,63.0,0.03373493975903613,Very Low
RK_Bedrijventerrein Nieuwendammerdijk,2.46,29.0,30.0,0.025301204819277112,Very Low
RK_Buiksloterbreek,2.63,40.0,57.0,0.020080321285140534,Very Low
RK_Zunderdorp,2.75,18.0,69.0,0.018875502008032147,Very Low
RK_Amstelkwartier West,2.46,52.0,54.0,0.01566265060240965,Very Low
RK_Noorder IJplas,2.75,17.0,70.0,0.01465863453815261,Very Low
RK_Dorp Driemond,2.42,52.0,49.0,0.013253012048192764,Very Low
RK_Nintemanterrein,2.34,54.0,49.0,0.01124497991967871,Very Low
RK_Alexanderplein e0o0,2.21,55.0,44.0,0.010642570281124503,Very Low
RK_Rijnbuurt Oost,2.33,52.0,46.0,0.00602409638554216,Very Low
RK_Erasmusparkbuurt West,2.58,43.0,64.0,-0.00060240963855418,Very Low
RK_Overbraker Binnenpolder,2.5,51.0,71.0,-0.0032128514056224966,Very Low
RK_Bedrijventerrein Nijverheidslaan,2.29,55.0,58.0,-0.006224899598393591,Very Low
RK_Plan van Gool,2.63,35.0,70.0,-0.008232931726907644,Very Low
RK_Rijnbuurt Midden,2.33,51.0,50.0,-0.010843373493975877,Very Low
RK_Sloterweg e0o0,2.54,39.0,56.0,-0.01124497991967871,Very Low
RK_Nelson Mandelapark,1.75,56.0,43.0,-0.011445783132530113,Very Low
RK_Buiksloterdijk Oost,2.04,52.0,40.0,-0.012650602409638556,Very Low
RK_Holysloot,2.71,9.0,73.0,-0.01646586345381526,Very Low
RK_Buitenveldert West Midden,2.46,46.0,62.0,-0.01666666666666669,Very Low
RK_Gein Noordoost,2.46,47.0,65.0,-0.01807228915662648,Very Low
RK_Nieuwe Diep/Diemerpark,2.58,26.0,60.0,-0.02931726907630522,Very Low
RK_Sportpark Middenmeer Zuid,2.08,52.0,48.0,-0.03032128514056226,Very Low
RK_Kattenburg,2.34,44.0,54.0,-0.036947791164658655,Very Low
RK_Drieburg,1.96,55.0,58.0,-0.03995983935742975,Very Low
RK_De Heining,2.54,26.0,67.0,-0.047188755020080325,Very Low
RK_Noorderstrook West,2.58,20.0,67.0,-0.05000000000000002,Very Low
RK_Sportpark Middenmeer Noord,2.17,49.0,63.0,-0.05622489959839358,Very Low
RK_Zeeburgereiland Zuidwest,2.21,40.0,49.0,-0.05783132530120483,Very Low
RK_Zwarte Gouw,2.46,22.0,55.0,-0.05983935742971888,Very Low
RK_Weespersluis,2.29,38.0,53.0,-0.06064257028112452,Very Low
RK_Hoge Dijk,2.5,24.0,71.0,-0.06546184738955825,Very Low
RK_Zorgvlied,2.38,32.0,64.0,-0.06887550200803211,Very Low
RK_Hiltonbuurt,1.92,49.0,56.0,-0.06947791164658634,Very Low
RK_Overamstel,2.42,29.0,67.0,-0.07248995983935747,Very Low
RK_Nieuwendammerdijk Oost,2.17,43.0,61.0,-0.07429718875502009,Very Low
RK_Bretten Oost,2.46,29.0,87.0,-0.07530120481927713,Very Low
RK_Schellingwoude West,2.5,18.0,75.0,-0.08052208835341365,Very Low
RK_Baanakkerspark Noord,2.46,23.0,78.0,-0.08353413654618475,Very Low
RK_Buiksloterdijk West,1.92,45.0,57.0,-0.08393574297188758,Very Low
RK_Rembrandtpark Noord,2.42,27.0,79.0,-0.08815261044176709,Very Low
RK_Aetsveldsepolder,2.25,23.0,54.0,-0.09357429718875503,Very Low
RK_Osdorper Binnenpolder,2.42,23.0,78.0,-0.09518072289156626,Very Low
RK_Bedrijvenpark Lutkemeer,2.38,26.0,78.0,-0.0963855421686747,Very Low
RK_Amstelglorie,2.42,21.0,76.0,-0.09759036144578316,Very Low
RK_Oosterpark,2.0,39.0,65.0,-0.10481927710843371,Very Low
RK_Amsterdamse Bos,2.42,14.0,80.0,-0.11224899598393573,Very Low
RK_Buiteneiland,1.71,32.0,52.0,-0.11224899598393576,Very Low
RK_Oostelijke Vechtoever,2.29,23.0,74.0,-0.11285140562248995,Very Low
RK_Nieuwendammerdijk Zuid,2.46,2.0,97.0,-0.11365461847389559,Very Low
RK_Nieuwe Oosterbegraafplaats,2.09,31.0,69.0,-0.11405622489959841,Very Low
RK_Woon- en Groengebied Sloterdijk,2.17,29.0,71.0,-0.11445783132530123,Very Low
RK_Schellingwoude Oost,2.17,25.0,67.0,-0.1170682730923695,Very Low
RK_Geuzenhofbuurt,1.63,41.0,66.0,-0.11787148594377513,Very Low
RK_Schellingwoude Noord,2.13,26.0,72.0,-0.12590361445783133,Very Low
RK_Westergasfabriek,1.58,39.0,69.0,-0.12971887550200803,Very Low
RK_Eendrachtspark,2.21,21.0,79.0,-0.1319277108433735,Very Low
RK_Nieuwe Meer,2.13,19.0,67.0,-0.13273092369477915,Very Low
RK_Gaasperplas,2.13,19.0,69.0,-0.1353413654618474,Very Low
RK_Rembrandtpark Zuid,2.13,21.0,80.0,-0.14236947791164659,Very Low
RK_Gaasperpark,1.63,29.0,69.0,-0.14457831325301207,Very Low
RK_Zeeburgerdijk Oost,1.88,27.0,77.0,-0.14518072289156625,Very Low
RK_Noorderstrook Oost,1.54,30.0,72.0,-0.14799196787148594,Very Low
RK_Frankendael,1.75,23.0,79.0,-0.16084337349397593,Very Low
RK_Baanakkerspark Zuid,2.08,12.0,89.0,-0.16244979919678715,Very Low
RK_Amstelpark,1.88,18.0,77.0,-0.16365461847389556,Very Low
RK_Vondelpark Oost,1.83,20.0,79.0,-0.1640562248995984,Very Low
RK_Landelijk gebied Driemond,1.88,17.0,84.0,-0.170281124497992,Very Low
RK_Vliegenbos,1.92,16.0,91.0,-0.17168674698795183,Very Low
RK_Bretten West,1.75,12.0,89.0,-0.18052208835341366,Very Low
RK_Sloterpark,1.75,10.0,87.0,-0.1809236947791165,Very Low
RK_Flevopark,1.75,9.0,90.0,-0.18393574297188756,Very Low
RK_Beatrixpark,1.21,7.0,91.0,-0.1945783132530121,Very Low
RK_Vondelpark West,1.04,5.0,94.0,-0.19718875502008035,Very Low
,,,,,
,,,,,
