name,AA_KRA_TOTAAL_S.0,DR_AANPASSINGSVERMOGEN_S.0,DR_AV_MATE_VAN_VERHARDING_S.0,DR_AV_MATE_VAN_VERHARDING_V.0,DR_AV_ZOETWATER_BESCHIKBAARHEID_S.0,DR_AV_ZOETWATER_BESCHIKBAARHEID_V.0,DR_BLOOTSTELLING_S.0,DR_BS_GROEN_PRIVAAT_S.0,DR_BS_GROEN_PRIVAAT_V.0,DR_BS_GROEN_PUBLIEK_S.0,DR_BS_GROEN_PUBLIEK_V.0,DR_GEVOELIGHEID_S.0,DR_GV_BODEMDALING_S.0,DR_GV_BODEMDALING_V.0,DR_GV_FUNDERINGSSCHADE_S.0,DR_GV_FUNDERINGSSCHADE_V.0,DR_GV_HOOFD_GROEN_STRUCTUUR_S.0,DR_GV_HOOFD_GROEN_STRUCTUUR_V.0,DR_GV_SCHADE_AAN_GROEN_S.0,DR_GV_SCHADE_AAN_GROEN_V.0,DR_GV_VERZILTING_GRONDWATER_S.0,DR_GV_VERZILTING_GRONDWATER_V.0,DR_KLIMAATOMSTANDIGHEID_S.0,DR_KO_GRONDWATER_S.0,DR_KO_GRONDWATER_V.0,DR_TOTAAL_S.0,HI_AANPASSINGSVERMOGEN_S.0,HI_AV_LATK_S.0,HI_AV_LATK_V.0,HI_AV_TOEGANG_TOT_TUIN_S.0,HI_AV_TOEGANG_TOT_TUIN_V.0,HI_BLOOTSTELLING_S.0,HI_BS_AANTAL_INWONERS_V.0,HI_BS_ANTAL_INWONERS_S.0,HI_BS_DRUK_OPENBARE_RUIMTE_S.0,HI_BS_DRUK_OPENBARE_RUIMTE_V.0,HI_BS_SCHADUW_OP_LOOPGEBIEDEN_S.0,HI_BS_SCHADUW_OP_LOOPGEBIEDEN_V.0,HI_GEVOELIGHEID_S.0,HI_GV_AANTAL_65PLUS_S.0,HI_GV_AANTAL_65_INWONERS_V.0,HI_GV_AANTAL_LAAGOPGELEIDEN_V.0,HI_GV_AANTAL_LAAG_OPGELEIDEN_S.0,HI_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_S.0,HI_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_V.0,HI_GV_INWONERS_BEPERKT_MOBIEL_S.0,HI_GV_INWONERS_BEPERKT_MOBIEL_V.0,HI_GV_INWONERS_ONDER_SOCIAAL_MINIMUM_S.0,HI_GV_INWONERS_ONDER_SOCIAAL_MINIMUM_V.0,HI_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,HI_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,HI_KLIMAATOMSTANDIGHEID_S.0,HI_KO_PET_S.0,HI_KO_PET_V.0,HI_TOTAAL_S.0,WO_AANPASSINGSVERMOGEN_S.0,WO_AV_GROENPRIVAAT_S.0,WO_AV_GROENPRIVAAT_V.0,WO_AV_GROENPUBLIEK_S.0,WO_AV_GROENPUBLIEK_V.0,WO_AV_ONTWATERINGSDIEPTE_S.0,WO_AV_ONTWATERINGSDIEPTE_V.0,WO_BLOOTSTELLING_S.0,WO_BL_DRUK_OPENBARE_RUIMTE_V.0,WO_BS_AANTAL_INWONERS_S.0,WO_BS_AANTAL_INWONERS_V.0,WO_BS_DRUK_OPENBARE_RUIMTE_S.0,WO_BS_VITAAL_EN_KWETSBAAR_S.0,WO_BS_VITAAL_EN_KWETSBAAR_V.0,WO_BS_WATER_OP_PLUSNET_S.0,WO_BS_WATER_OP_PLUSNET_V.0,WO_BS_WATER_OP_STRAAT_S.0,WO_BS_WATER_OP_STRAAT_V.0,WO_BS_WATER_TEGEN_GEVEL_S.0,WO_BS_WATER_TEGEN_GEVEL_V.0,WO_GEVOELIGHEID_S.0,WO_GV_AANTAL_65_INWONERS_S.0,WO_GV_AANTAL_65_INWONERS_V.0,WO_GV_AANTAL_LAAG_OPGELEIDEN_S.0,WO_GV_AANTAL_LAAG_OPGELEIDEN_V.0,WO_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_S.0,WO_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_V.0,WO_GV_INWONERS_MOBILITEIT_S.0,WO_GV_INWONERS_MOBILITEIT_V.0,WO_GV_OPPERVLAKTE_WATER_S.0,WO_GV_OPPERVLAKTE_WATER_V.0,WO_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,WO_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,WO_GV_SOCIAAL_MINIMUM_S.0,WO_GV_SOCIAAL_MINIMUM_V.0,WO_GV_TYPE_RIOLERING_S.0,WO_GV_TYPE_RIOLERING_V.0,WO_KLIMAATOMSTANDIGHEID_S.0,WO_KO_WATERDIEPTE_S.0,WO_KO_WATERDIEPTE_V.0,WO_TOTAAL_S.0,WV_AANPASSINGSVERMOGEN_S.0,WV_AV_AANKOMSTTIJD_S.0,WV_AV_EVACUATIE_AANKOMSTTIJD_V.0,WV_AV_VERTICALE_EVACUATIE_ROUTES_S.0,WV_AV_VERTICALE_EVACUATIE_ROUTES_V.0,WV_BLOOTSTELLING_S.0,WV_BS_AANTAL_INWONERS_S.0,WV_BS_AANTAL_INWONERS_V.0,WV_BS_OVERSTROMINGSDUUR_S.0,WV_BS_OVERSTROMINGSDUUR_V.0,WV_BS_VITAAL_EN_KWETSBAAR_S.0,WV_BS_VITAAL_EN_KWETSBAAR_V.0,WV_GEVOELIGHEID_S.0,WV_GV_AANTAL_65PLUS_S.0,WV_GV_AANTAL_65PLUS_V.0,WV_GV_AANTAL_LAAG_OPGELEIDEN_S.0,WV_GV_AANTAL_LAAG_OPGELEIDEN_V.0,WV_GV_AANTAL_LANGDURING_ZIEKE_INWONERS_S.0,WV_GV_AANTAL_LANGDURING_ZIEKE_INWONERS_V.0,WV_GV_INWONERS_MOBILITEIT_S.0,WV_GV_INWONERS_MOBILITEIT_V.0,WV_GV_INWONERS_SOCIAAL_MINIMUM_S.0,WV_GV_INWONERS_SOCIAAL_MINIMUM_V.0,WV_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,WV_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,WV_KLIMAATOMSTANDIGHEID_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_10000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_10000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_1000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_1000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100_V.0,WV_TOTAAL_S.0
RK_Bosleeuw,3.35,4.0,4.0,75.0,4.0,0.4,3.0,4.0,50.0,2.0,27.0,2.6,1.0,0.082795,1.0,0.0,3.0,0.064939,5.0,0.590736,3.0,3.623747,4.0,4.0,1.3575,3.4,2.0,2.0,1.518987,2.0,0.488852,3.33,5545.0,5.0,2.0,100.708309,3.0,0.293,4.33,5.0,495.0,1380.0,5.0,3.0,29.0,4.0,12.0,4.0,13.0,5.0,1.998025,4.0,4.0,37.84,3.42,2.33,2.0,50.0,4.0,27.0,1.0,1.313,3.17,100.708309,5.0,5545.0,2.0,1.0,0.0,1.0,0.0,5.0,0.360556,5.0,0.615672,3.88,5.0,495.0,5.0,1380.0,3.0,29.0,4.0,12.0,4.0,0.4,5.0,1.998025,4.0,13.0,1.0,0.0,5.0,5.0,0.0531,3.595,3.0,3.0,19.691482,3.0,2.133225,3.33,5.0,5545.0,4.0,4.0,1.0,0.0,4.33,5.0,12.0,5.0,1380.0,3.0,285.443156,4.0,12.0,4.0,13.0,5.0,1.998025,1.25,2.0,0.23,1.0,0.0,1.0,0.0,1.0,0.0,2.98
RK_Bijlmermuseum Zuid,3.35,3.0,3.0,42.0,3.0,6.82,3.0,1.0,3.0,5.0,60.0,3.2,2.0,0.132289,1.0,0.0,4.0,0.134585,5.0,1.299633,4.0,2.797447,3.0,3.0,1.184,3.05,2.5,1.0,1.0,4.0,0.056161,2.67,3075.0,5.0,1.0,30.544485,2.0,0.346,4.17,4.0,280.0,990.0,5.0,4.0,31.0,5.0,15.0,5.0,19.0,2.0,0.00643,3.0,3.0,36.93,3.09,3.0,5.0,3.0,1.0,60.0,3.0,0.83375,2.83,30.544485,5.0,3075.0,1.0,1.0,0.0,1.0,0.0,4.0,0.203905,5.0,1.0,3.63,4.0,280.0,5.0,990.0,4.0,31.0,5.0,15.0,3.0,6.82,2.0,0.00643,5.0,19.0,1.0,0.0,5.0,5.0,0.0429,3.615,3.5,4.0,4.329111,3.0,2.153169,3.33,5.0,3075.0,4.0,4.0,1.0,0.0,4.17,4.0,15.0,5.0,990.0,4.0,101.837458,5.0,15.0,5.0,19.0,2.0,0.00643,3.5,4.0,2.05,4.0,2.05,4.0,2.05,2.0,0.21,3.63
RK_Van der Pekbuurt,3.35,2.5,4.0,61.0,1.0,15.56,3.0,3.0,34.0,3.0,35.0,3.2,2.0,0.183863,3.0,3.865683,4.0,0.139038,5.0,0.455001,2.0,4.982204,2.0,2.0,0.977857,2.675,1.5,1.0,0.852747,2.0,0.281014,3.0,4465.0,5.0,1.0,58.730036,3.0,0.204,5.0,5.0,445.0,1270.0,5.0,5.0,35.0,5.0,15.0,5.0,21.0,5.0,1.98873,3.0,3.0,36.56,3.13,3.33,3.0,34.0,3.0,35.0,4.0,0.589667,3.5,58.730036,5.0,4465.0,1.0,1.0,0.0,5.0,0.081,5.0,0.282744,4.0,0.383319,4.38,5.0,445.0,5.0,1270.0,5.0,35.0,5.0,15.0,1.0,15.56,5.0,1.98873,5.0,21.0,4.0,0.731003,4.0,4.0,0.0348,3.8025,4.5,4.0,10.082886,5.0,2.504616,3.0,5.0,4465.0,3.0,2.987093,1.0,0.0,5.0,5.0,15.0,5.0,1270.0,5.0,228.897133,5.0,15.0,5.0,21.0,5.0,1.98873,2.75,3.0,0.79,2.0,0.32,3.0,0.62,3.0,0.97,3.81
RK_Buurt 6,3.34,4.0,4.0,63.0,4.0,2.42,3.5,3.0,36.0,4.0,42.0,2.8,2.0,0.197312,1.0,0.0,4.0,0.182935,5.0,0.705661,2.0,4.359952,3.0,3.0,1.1325,3.325,2.5,1.0,0.997947,4.0,0.058152,2.67,2915.0,4.0,1.0,50.291735,3.0,0.241,4.67,4.0,310.0,1000.0,5.0,5.0,35.0,5.0,17.0,5.0,17.0,4.0,0.997733,3.0,3.0,36.76,3.21,2.67,3.0,36.0,2.0,42.0,3.0,0.875714,3.0,50.291735,4.0,2915.0,1.0,1.0,0.0,5.0,0.09,5.0,0.406799,2.0,0.102128,4.13,4.0,310.0,5.0,1000.0,5.0,35.0,5.0,17.0,4.0,2.42,4.0,0.997733,5.0,17.0,1.0,0.0,5.0,5.0,0.0434,3.7,3.0,1.0,67.303073,5.0,2.402347,3.0,4.0,2915.0,4.0,4.0,1.0,0.0,4.67,4.0,17.0,5.0,1000.0,5.0,192.745042,5.0,17.0,5.0,17.0,4.0,0.997733,1.75,2.0,0.5,2.0,0.22,2.0,0.22,1.0,0.0,3.11
RK_Rechte H-buurt,3.34,4.0,3.0,54.0,5.0,0.0,3.0,1.0,16.0,5.0,53.0,2.4,1.0,0.088129,1.0,0.0,1.0,0.0,5.0,2.117836,4.0,3.0,3.0,3.0,1.15,3.1,1.5,1.0,1.0,2.0,0.279122,2.67,3035.0,5.0,1.0,66.151956,2.0,0.388,4.33,4.0,310.0,1200.0,5.0,5.0,34.0,5.0,17.0,5.0,23.0,2.0,0.007657,3.0,3.0,36.52,2.88,3.0,5.0,16.0,1.0,53.0,3.0,0.819333,3.33,66.151956,5.0,3035.0,1.0,1.0,0.0,4.0,0.011,4.0,0.161785,5.0,0.684211,4.0,4.0,310.0,5.0,1200.0,5.0,34.0,5.0,17.0,5.0,0.0,2.0,0.007657,5.0,23.0,1.0,0.0,5.0,5.0,0.058,3.8325,4.0,4.0,10.019644,4.0,2.314515,3.33,5.0,3035.0,4.0,4.0,1.0,0.0,4.33,4.0,17.0,5.0,1200.0,5.0,134.649753,5.0,17.0,5.0,23.0,2.0,0.007657,2.5,3.0,1.81,3.0,1.81,3.0,1.81,1.0,0.0,3.54
RK_Staalmanbuurt,3.34,3.5,4.0,72.0,3.0,5.73,2.0,1.0,12.0,3.0,33.0,2.6,1.0,0.099468,1.0,0.0,4.0,0.11947,5.0,0.984985,2.0,5.0,5.0,5.0,1.5275,3.275,2.5,2.0,1.604336,3.0,0.089677,3.0,3270.0,5.0,1.0,62.573447,3.0,0.283,4.0,4.0,360.0,780.0,5.0,4.0,31.0,5.0,16.0,4.0,13.0,2.0,0.008197,3.0,3.0,36.78,3.13,3.33,5.0,12.0,3.0,33.0,2.0,1.156,3.17,62.573447,5.0,3270.0,1.0,1.0,0.0,5.0,0.102,5.0,0.428846,2.0,0.155738,3.5,4.0,360.0,5.0,780.0,4.0,31.0,5.0,16.0,3.0,5.73,2.0,0.008197,4.0,13.0,1.0,0.0,4.0,4.0,0.0389,3.5,3.5,3.0,20.068627,4.0,2.277462,3.33,5.0,3270.0,4.0,4.0,1.0,0.0,4.0,4.0,16.0,5.0,780.0,4.0,209.191649,5.0,16.0,4.0,13.0,2.0,0.008197,3.0,3.0,0.64,3.0,0.59,3.0,0.59,3.0,0.88,3.46
RK_Buurt 9,3.33,3.5,4.0,67.0,3.0,8.24,2.5,2.0,26.0,3.0,33.0,3.0,3.0,0.314611,1.0,0.0,4.0,0.147693,4.0,0.366166,3.0,4.0,3.0,3.0,1.222857,3.0,3.0,2.0,1.562701,4.0,0.053613,3.0,6045.0,5.0,1.0,50.291735,3.0,0.252,5.0,5.0,680.0,2100.0,5.0,5.0,34.0,5.0,16.0,5.0,15.0,5.0,1.987651,3.0,3.0,36.97,3.5,3.0,4.0,26.0,3.0,33.0,2.0,0.945882,3.0,50.291735,5.0,6045.0,1.0,1.0,0.0,5.0,0.135,4.0,0.250773,2.0,0.158301,4.25,5.0,680.0,5.0,2100.0,5.0,34.0,5.0,16.0,3.0,8.24,5.0,1.987651,5.0,15.0,1.0,0.0,4.0,4.0,0.0304,3.5625,2.5,1.0,62.341183,4.0,2.362844,3.33,5.0,6045.0,4.0,3.620434,1.0,0.0,5.0,5.0,16.0,5.0,2100.0,5.0,385.877114,5.0,16.0,5.0,15.0,5.0,1.987651,2.25,2.0,0.47,3.0,0.51,3.0,0.51,1.0,0.0,3.27
RK_Kelbergen,3.33,4.0,4.0,63.0,4.0,3.54,3.0,3.0,31.0,3.0,40.0,3.2,2.0,0.177369,1.0,0.0,5.0,0.26042,5.0,1.019093,3.0,3.030872,4.0,4.0,1.42,3.55,3.5,2.0,1.328496,5.0,0.0,2.0,1010.0,2.0,1.0,30.544485,3.0,0.284,4.17,3.0,160.0,300.0,4.0,5.0,35.0,5.0,15.0,5.0,15.0,3.0,0.019545,2.0,2.0,35.67,2.92,2.67,3.0,31.0,3.0,40.0,2.0,1.17,2.5,30.544485,2.0,1010.0,1.0,1.0,0.0,4.0,0.001,5.0,0.380674,2.0,0.102828,3.75,3.0,160.0,4.0,300.0,5.0,35.0,5.0,15.0,4.0,3.54,3.0,0.019545,5.0,15.0,1.0,0.0,5.0,5.0,0.0438,3.48,4.5,4.0,7.522463,5.0,2.70286,2.33,2.0,1010.0,4.0,4.0,1.0,0.0,4.17,3.0,15.0,4.0,300.0,5.0,86.689034,5.0,15.0,5.0,15.0,3.0,0.019545,2.5,3.0,1.88,3.0,1.88,3.0,1.88,1.0,0.05,3.38
RK_G-buurt West,3.33,3.5,4.0,70.0,3.0,6.83,2.5,2.0,27.0,3.0,31.0,3.4,2.0,0.118687,1.0,0.0,4.0,0.126619,5.0,0.693779,5.0,1.808487,3.0,3.0,1.1,3.1,2.0,1.0,0.885029,3.0,0.113332,3.0,3660.0,5.0,1.0,30.544485,3.0,0.277,4.0,5.0,455.0,940.0,5.0,4.0,30.0,4.0,11.0,4.0,11.0,2.0,0.00976,3.0,3.0,36.88,3.0,3.33,4.0,27.0,3.0,31.0,3.0,0.0,3.17,30.544485,5.0,3660.0,1.0,1.0,0.0,5.0,0.135,5.0,0.331483,2.0,0.191819,3.5,5.0,455.0,5.0,940.0,4.0,30.0,4.0,11.0,3.0,6.83,2.0,0.00976,4.0,11.0,1.0,0.0,4.0,4.0,0.0354,3.5,5.0,5.0,3.466159,5.0,2.499464,3.33,5.0,3660.0,4.0,4.0,1.0,0.0,4.0,5.0,11.0,5.0,940.0,4.0,153.951705,4.0,11.0,4.0,11.0,2.0,0.00976,2.5,3.0,1.93,3.0,1.93,3.0,1.93,1.0,0.08,3.71
RK_F-buurt,3.33,4.0,5.0,82.0,3.0,6.38,1.0,1.0,6.0,1.0,17.0,3.2,2.0,0.103356,1.0,0.0,4.0,0.119299,5.0,0.754223,4.0,2.911109,5.0,5.0,1.63,3.3,3.0,2.0,1.965261,4.0,0.035482,3.33,4345.0,5.0,1.0,66.151956,4.0,0.148,3.5,3.0,240.0,1180.0,5.0,2.0,26.0,4.0,9.0,3.0,9.0,4.0,0.988794,4.0,4.0,37.67,3.46,3.67,5.0,6.0,5.0,17.0,1.0,1.57,2.83,66.151956,5.0,4345.0,1.0,1.0,0.0,4.0,0.018,4.0,0.208229,2.0,0.145383,3.13,3.0,240.0,5.0,1180.0,2.0,26.0,4.0,9.0,3.0,6.38,4.0,0.988794,3.0,9.0,1.0,0.0,3.0,3.0,0.03,3.1575,4.0,4.0,7.570269,4.0,2.350903,3.33,5.0,4345.0,4.0,4.0,1.0,0.0,3.5,3.0,9.0,5.0,1180.0,2.0,90.546467,4.0,9.0,3.0,9.0,4.0,0.988794,2.75,3.0,1.67,3.0,1.67,3.0,1.67,2.0,0.24,3.4
RK_Terrasdorp,3.33,3.5,4.0,65.0,3.0,6.46,3.5,4.0,43.0,3.0,31.0,2.8,1.0,0.097886,1.0,0.012449,4.0,0.198666,5.0,0.697518,3.0,3.996777,3.0,3.0,1.183684,3.2,2.0,1.0,0.816346,3.0,0.082224,3.33,4025.0,5.0,1.0,36.567199,4.0,0.14,4.5,5.0,755.0,1010.0,5.0,5.0,37.0,5.0,15.0,5.0,16.0,2.0,0.005679,3.0,3.0,36.5,3.21,2.67,2.0,43.0,3.0,31.0,3.0,0.817143,3.0,36.567199,5.0,4025.0,1.0,2.0,2.0,4.0,0.009,4.0,0.225555,2.0,0.141215,4.25,5.0,755.0,5.0,1010.0,5.0,37.0,5.0,15.0,3.0,6.46,2.0,0.005679,5.0,16.0,4.0,0.289912,4.0,4.0,0.0326,3.48,3.0,4.0,10.167665,2.0,1.549376,3.67,5.0,4025.0,4.0,3.3394,2.0,2.0,4.5,5.0,15.0,5.0,1010.0,5.0,413.342479,5.0,15.0,5.0,16.0,2.0,0.005679,2.5,3.0,0.97,3.0,1.5,3.0,1.67,1.0,0.0,3.42
RK_Dapperbuurt Zuid,3.33,5.0,5.0,82.0,5.0,0.0,2.5,3.0,38.0,2.0,21.0,2.8,2.0,0.154539,1.0,0.0,3.0,0.030792,5.0,0.414944,3.0,4.0,5.0,5.0,1.512,3.825,2.0,3.0,2.24594,1.0,0.497363,3.67,3705.0,5.0,4.0,311.052265,2.0,0.33,4.5,5.0,460.0,720.0,5.0,4.0,31.0,4.0,11.0,5.0,17.0,4.0,0.996328,4.0,4.0,37.07,3.54,3.0,3.0,38.0,4.0,21.0,2.0,1.15381,3.33,311.052265,5.0,3705.0,4.0,1.0,0.0,4.0,0.001,3.0,0.07876,3.0,0.219653,4.63,5.0,460.0,5.0,720.0,4.0,31.0,4.0,11.0,5.0,0.0,4.0,0.996328,5.0,17.0,5.0,0.905059,2.0,2.0,0.0142,3.24,2.0,1.0,0.0,3.0,1.913264,3.33,5.0,3705.0,4.0,3.008279,1.0,0.0,4.5,5.0,11.0,5.0,720.0,4.0,223.204944,4.0,11.0,5.0,17.0,4.0,0.996328,1.0,1.0,0.05,1.0,0.0,1.0,0.0,1.0,0.0,2.71
RK_Buurt 8,3.32,3.5,4.0,63.0,3.0,7.9,3.5,4.0,42.0,3.0,40.0,3.0,2.0,0.161075,1.0,0.0,4.0,0.211244,5.0,0.450014,3.0,4.0,3.0,3.0,1.155,3.25,2.5,2.0,1.267176,3.0,0.101445,3.0,4390.0,5.0,1.0,50.291735,3.0,0.247,4.5,4.0,405.0,1170.0,5.0,4.0,30.0,5.0,14.0,5.0,15.0,4.0,1.003459,4.0,4.0,37.18,3.5,2.67,2.0,42.0,3.0,40.0,3.0,0.726667,2.67,50.291735,5.0,4390.0,1.0,1.0,0.0,1.0,0.0,5.0,0.44948,3.0,0.244898,3.88,4.0,405.0,5.0,1170.0,4.0,30.0,5.0,14.0,3.0,7.9,4.0,1.003459,5.0,15.0,1.0,0.0,4.0,4.0,0.0355,3.305,2.5,1.0,56.178254,4.0,2.203313,3.33,5.0,4390.0,4.0,3.791737,1.0,0.0,4.5,4.0,14.0,5.0,1170.0,4.0,203.497663,5.0,14.0,5.0,15.0,4.0,1.003459,2.5,3.0,0.62,3.0,0.52,3.0,0.52,1.0,0.0,3.21
RK_Slotermeer Zuid,3.32,3.0,3.0,52.0,3.0,8.61,4.0,3.0,40.0,5.0,64.0,3.0,2.0,0.165225,1.0,0.0,4.0,0.14137,5.0,0.468955,3.0,4.0,4.0,4.0,1.41125,3.5,2.0,1.0,0.754005,3.0,0.210308,2.67,3380.0,5.0,1.0,28.208051,2.0,0.332,4.83,5.0,450.0,1020.0,5.0,5.0,36.0,5.0,16.0,5.0,23.0,4.0,0.995943,3.0,3.0,36.18,3.13,2.0,3.0,40.0,1.0,64.0,2.0,1.083125,2.83,28.208051,5.0,3380.0,1.0,1.0,1.0,4.0,0.002,4.0,0.24422,2.0,0.16206,4.13,5.0,450.0,5.0,1020.0,5.0,36.0,5.0,16.0,3.0,8.61,4.0,0.995943,5.0,23.0,1.0,0.0,4.0,4.0,0.0318,3.24,3.5,3.0,14.339316,4.0,2.304759,3.33,5.0,3380.0,4.0,3.902287,1.0,1.0,4.83,5.0,16.0,5.0,1020.0,5.0,296.509543,5.0,16.0,5.0,23.0,4.0,0.995943,2.0,3.0,0.58,2.0,0.21,2.0,0.21,1.0,0.0,3.42
RK_Gibraltarbuurt,3.31,4.0,4.0,69.0,4.0,3.06,3.5,4.0,50.0,3.0,33.0,2.6,2.0,0.126036,1.0,0.261811,2.0,0.024247,5.0,0.658934,3.0,3.057179,3.0,3.0,1.149231,3.275,2.0,3.0,2.275176,1.0,0.555729,3.0,4250.0,5.0,2.0,100.708309,2.0,0.394,4.5,4.0,360.0,810.0,5.0,4.0,30.0,4.0,11.0,5.0,17.0,5.0,1.985413,3.0,3.0,36.51,3.13,2.67,2.0,50.0,3.0,33.0,3.0,0.8575,3.0,100.708309,5.0,4250.0,2.0,1.0,0.0,1.0,0.0,5.0,0.305854,4.0,0.34127,4.0,4.0,360.0,5.0,810.0,4.0,30.0,4.0,11.0,4.0,3.06,5.0,1.985413,5.0,17.0,1.0,0.0,5.0,5.0,0.0492,3.6675,3.5,3.0,17.309745,4.0,2.395793,3.33,5.0,4250.0,4.0,4.0,1.0,0.0,4.5,4.0,11.0,5.0,810.0,4.0,202.370637,4.0,11.0,5.0,17.0,5.0,1.985413,1.25,2.0,0.27,1.0,0.0,1.0,0.0,1.0,0.0,3.15
RK_Venserpolder West,3.31,3.0,3.0,60.0,3.0,9.24,2.5,1.0,19.0,4.0,44.0,3.4,3.0,0.350474,1.0,0.021689,5.0,0.317708,5.0,1.096424,3.0,3.335567,4.0,4.0,1.475,3.225,2.0,2.0,1.084906,2.0,0.397175,3.0,5085.0,5.0,1.0,66.151956,3.0,0.275,5.0,5.0,735.0,1470.0,5.0,5.0,35.0,5.0,15.0,5.0,20.0,5.0,3.964075,3.0,3.0,36.83,3.25,3.0,5.0,19.0,2.0,44.0,2.0,1.125,3.0,66.151956,5.0,5085.0,1.0,1.0,1.0,4.0,0.009,4.0,0.191011,3.0,0.290909,4.25,5.0,735.0,5.0,1470.0,5.0,35.0,5.0,15.0,3.0,9.24,5.0,3.964075,5.0,20.0,1.0,0.0,3.0,3.0,0.0232,3.3125,3.0,2.0,39.898991,4.0,2.241674,3.33,5.0,5085.0,4.0,3.991334,1.0,1.0,5.0,5.0,15.0,5.0,1470.0,5.0,327.927982,5.0,15.0,5.0,20.0,5.0,3.964075,2.5,3.0,0.73,3.0,0.73,3.0,0.73,1.0,0.0,3.46
RK_Wildeman,3.31,3.5,3.0,58.0,4.0,4.72,3.5,3.0,36.0,4.0,49.0,2.8,3.0,0.253094,1.0,0.03442,3.0,0.031415,5.0,0.70795,2.0,5.0,3.0,3.0,1.213333,3.2,2.5,2.0,1.178404,3.0,0.2308,3.0,4880.0,5.0,2.0,107.786593,2.0,0.357,5.0,5.0,905.0,1440.0,5.0,5.0,39.0,5.0,23.0,5.0,23.0,5.0,3.964813,4.0,4.0,37.55,3.63,2.67,3.0,36.0,2.0,49.0,3.0,0.866667,3.0,107.786593,5.0,4880.0,2.0,1.0,0.0,1.0,0.0,5.0,0.354062,4.0,0.388325,4.38,5.0,905.0,5.0,1440.0,5.0,39.0,5.0,23.0,4.0,4.72,5.0,3.964813,5.0,23.0,1.0,0.0,4.0,4.0,0.0383,3.5125,1.0,1.0,0.0,1.0,1.035408,3.33,5.0,4880.0,4.0,4.0,1.0,0.0,5.0,5.0,23.0,5.0,1440.0,5.0,652.026134,5.0,23.0,5.0,23.0,5.0,3.964813,2.25,2.0,0.44,2.0,0.44,2.0,0.44,3.0,1.52,2.9
RK_Bijlmermuseum Noord,3.31,2.5,3.0,45.0,2.0,14.1,5.0,5.0,51.0,5.0,53.0,3.2,2.0,0.101745,1.0,0.0,4.0,0.208546,5.0,1.191565,4.0,2.629179,2.0,2.0,0.996667,3.175,3.0,1.0,1.0,5.0,0.0,2.33,2300.0,4.0,1.0,30.544485,2.0,0.353,4.33,5.0,470.0,940.0,5.0,5.0,39.0,5.0,22.0,5.0,29.0,1.0,7.6e-05,4.0,4.0,37.24,3.42,1.67,1.0,51.0,1.0,53.0,3.0,0.684,2.67,30.544485,4.0,2300.0,1.0,1.0,0.0,1.0,0.0,4.0,0.17047,5.0,0.8,3.63,5.0,470.0,5.0,940.0,5.0,39.0,5.0,22.0,2.0,14.1,1.0,7.6e-05,5.0,29.0,1.0,0.0,3.0,3.0,0.0293,2.7425,4.5,5.0,3.054863,4.0,2.250587,3.33,4.0,2300.0,5.0,4.01535,1.0,0.0,4.33,5.0,22.0,5.0,940.0,5.0,202.537196,5.0,22.0,5.0,29.0,1.0,7.6e-05,3.5,4.0,2.24,4.0,2.24,4.0,2.24,2.0,0.22,3.92
