name,latitude,longitude,type,stadsdeel,wijk,address,active,website_url,photo_url,airco,seating,toilets,free_water,free_fruit,food_to_buy,own_food_ok,supervisor,accessible,games,pets_ok,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun,note,description,contact_name,contact_phone,contact_email,heat_mon,heat_tue,heat_wed,heat_thu,heat_fri,heat_sat,heat_sun
Meervaart Theater,,,,community_center,Osdorp,,,,,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,,,,,,,,,,,,
